#node time(s) x y
1 0.0 0.0 0.0
0 0.0 0.00 200.00
0 60.2 0.28 200.00
0 60.4 0.55 200.00
0 60.6 0.83 200.00
0 60.8 1.10 200.00
0 61.0 1.38 200.00
0 61.2 1.65 200.00
0 61.4 1.92 200.00
0 61.6 2.20 200.00
0 61.8 2.47 200.00
0 62.0 2.75 200.00
0 62.2 3.02 200.00
0 62.4 3.30 200.00
0 62.6 3.57 200.00
0 62.8 3.85 200.00
0 63.0 4.12 200.00
0 63.2 4.40 200.00
0 63.4 4.67 200.00
0 63.6 4.95 200.00
0 63.8 5.23 200.00
0 64.0 5.50 200.00
0 64.2 5.78 200.00
0 64.4 6.05 200.00
0 64.6 6.33 200.00
0 64.8 6.60 200.00
0 65.0 6.88 200.00
0 65.2 7.15 200.00
0 65.4 7.43 200.00
0 65.6 7.70 200.00
0 65.8 7.98 200.00
0 66.0 8.25 200.00
0 66.2 8.53 200.00
0 66.4 8.80 200.00
0 66.6 9.08 200.00
0 66.8 9.35 200.00
0 67.0 9.63 200.00
0 67.2 9.90 200.00
0 67.4 10.18 200.00
0 67.6 10.45 200.00
0 67.8 10.73 200.00
0 68.0 11.00 200.00
0 68.2 11.28 200.00
0 68.4 11.55 200.00
0 68.6 11.83 200.00
0 68.8 12.10 200.00
0 69.0 12.38 200.00
0 69.2 12.65 200.00
0 69.4 12.93 200.00
0 69.6 13.20 200.00
0 69.8 13.48 200.00
0 70.0 13.75 200.00
0 70.2 14.03 200.00
0 70.4 14.30 200.00
0 70.6 14.58 200.00
0 70.8 14.85 200.00
0 71.0 15.13 200.00
0 71.2 15.40 200.00
0 71.4 15.68 200.00
0 71.6 15.95 200.00
0 71.8 16.23 200.00
0 72.0 16.50 200.00
0 72.2 16.78 200.00
0 72.4 17.05 200.00
0 72.6 17.33 200.00
0 72.8 17.60 200.00
0 73.0 17.88 200.00
0 73.2 18.15 200.00
0 73.4 18.43 200.00
0 73.6 18.70 200.00
0 73.8 18.97 200.00
0 74.0 19.25 200.00
0 74.2 19.52 200.00
0 74.4 19.80 200.00
0 74.6 20.07 200.00
0 74.8 20.35 200.00
0 75.0 20.62 200.00
0 75.2 20.90 200.00
0 75.4 21.17 200.00
0 75.6 21.45 200.00
0 75.8 21.72 200.00
0 76.0 22.00 200.00
0 76.2 22.27 200.00
0 76.4 22.55 200.00
0 76.6 22.82 200.00
0 76.8 23.10 200.00
0 77.0 23.37 200.00
0 77.2 23.65 200.00
0 77.4 23.92 200.00
0 77.6 24.20 200.00
0 77.8 24.47 200.00
0 78.0 24.75 200.00
0 78.2 25.02 200.00
0 78.4 25.30 200.00
0 78.6 25.57 200.00
0 78.8 25.85 200.00
0 79.0 26.12 200.00
0 79.2 26.40 200.00
0 79.4 26.67 200.00
0 79.6 26.95 200.00
0 79.8 27.22 200.00
0 80.0 27.50 200.00
0 80.2 27.77 200.00
0 80.4 28.05 200.00
0 80.6 28.32 200.00
0 80.8 28.60 200.00
0 81.0 28.87 200.00
0 81.2 29.15 200.00
0 81.4 29.42 200.00
0 81.6 29.70 200.00
0 81.8 29.97 200.00
0 82.0 30.25 200.00
0 82.2 30.52 200.00
0 82.4 30.80 200.00
0 82.6 31.07 200.00
0 82.8 31.35 200.00
0 83.0 31.62 200.00
0 83.2 31.90 200.00
0 83.4 32.17 200.00
0 83.6 32.45 200.00
0 83.8 32.72 200.00
0 84.0 33.00 200.00
0 84.2 33.27 200.00
0 84.4 33.55 200.00
0 84.6 33.82 200.00
0 84.8 34.10 200.00
0 85.0 34.37 200.00
0 85.2 34.65 200.00
0 85.4 34.92 200.00
0 85.6 35.20 200.00
0 85.8 35.47 200.00
0 86.0 35.75 200.00
0 86.2 36.02 200.00
0 86.4 36.30 200.00
0 86.6 36.57 200.00
0 86.8 36.85 200.00
0 87.0 37.12 200.00
0 87.2 37.40 200.00
0 87.4 37.67 200.00
0 87.6 37.95 200.00
0 87.8 38.22 200.00
0 88.0 38.50 200.00
0 88.2 38.77 200.00
0 88.4 39.05 200.00
0 88.6 39.32 200.00
0 88.8 39.60 200.00
0 89.0 39.87 200.00
0 89.2 40.15 200.00
0 89.4 40.42 200.00
0 89.6 40.70 200.00
0 89.8 40.97 200.00
0 90.0 41.25 200.00
0 90.2 41.52 200.00
0 90.4 41.80 200.00
0 90.6 42.07 200.00
0 90.8 42.35 200.00
0 91.0 42.62 200.00
0 91.2 42.90 200.00
0 91.4 43.17 200.00
0 91.6 43.45 200.00
0 91.8 43.72 200.00
0 92.0 44.00 200.00
0 92.2 44.27 200.00
0 92.4 44.55 200.00
0 92.6 44.82 200.00
0 92.8 45.10 200.00
0 93.0 45.37 200.00
0 93.2 45.65 200.00
0 93.4 45.92 200.00
0 93.6 46.20 200.00
0 93.8 46.47 200.00
0 94.0 46.75 200.00
0 94.2 47.02 200.00
0 94.4 47.30 200.00
0 94.6 47.57 200.00
0 94.8 47.85 200.00
0 95.0 48.12 200.00
0 95.2 48.40 200.00
0 95.4 48.67 200.00
0 95.6 48.95 200.00
0 95.8 49.22 200.00
0 96.0 49.50 200.00
0 96.2 49.77 200.00
0 96.4 50.05 200.00
0 96.6 50.32 200.00
0 96.8 50.60 200.00
0 97.0 50.87 200.00
0 97.2 51.15 200.00
0 97.4 51.42 200.00
0 97.6 51.70 200.00
0 97.8 51.97 200.00
0 98.0 52.25 200.00
0 98.2 52.52 200.00
0 98.4 52.80 200.00
0 98.6 53.07 200.00
0 98.8 53.35 200.00
0 99.0 53.62 200.00
0 99.2 53.90 200.00
0 99.4 54.17 200.00
0 99.6 54.45 200.00
0 99.8 54.72 200.00
0 100.0 55.00 200.00
0 100.2 55.27 200.00
0 100.4 55.55 200.00
0 100.6 55.82 200.00
0 100.8 56.10 200.00
0 101.0 56.37 200.00
0 101.2 56.65 200.00
0 101.4 56.92 200.00
0 101.6 57.20 200.00
0 101.8 57.47 200.00
0 102.0 57.75 200.00
0 102.2 58.02 200.00
0 102.4 58.30 200.00
0 102.6 58.57 200.00
0 102.8 58.85 200.00
