#node time(s) x y
41 0.0 450.00 450.00
41 120.000 450.00 450.00
41 120.050 449.79 449.82
41 120.100 449.58 449.64
41 120.150 449.37 449.46
41 120.200 449.16 449.28
41 120.250 448.95 449.09
41 120.300 448.74 448.91
41 120.350 448.53 448.73
41 120.400 448.32 448.55
41 120.450 448.11 448.37
41 120.500 447.89 448.19
41 120.550 447.68 448.01
41 120.600 447.47 447.83
41 120.650 447.26 447.64
41 120.700 447.05 447.46
41 120.750 446.84 447.28
41 120.800 446.63 447.10
41 120.850 446.42 446.92
41 120.900 446.21 446.74
41 120.950 446.00 446.56
41 121.000 445.79 446.38
41 121.050 445.58 446.19
41 121.100 445.37 446.01
41 121.150 445.16 445.83
41 121.200 444.95 445.65
41 121.250 444.74 445.47
41 121.300 444.53 445.29
41 121.350 444.32 445.11
41 121.400 444.10 444.93
41 121.450 443.89 444.75
41 121.500 443.68 444.56
41 121.550 443.47 444.38
41 121.600 443.26 444.20
41 121.650 443.05 444.02
41 121.700 442.84 443.84
41 121.750 442.63 443.66
41 121.800 442.42 443.48
41 121.850 442.21 443.30
41 121.900 442.00 443.11
41 121.950 441.79 442.93
41 122.000 441.58 442.75
41 122.050 441.37 442.57
41 122.100 441.16 442.39
41 122.150 440.95 442.21
41 122.200 440.74 442.03
41 122.250 440.53 441.85
41 122.300 440.31 441.67
41 122.350 440.10 441.48
41 122.400 439.89 441.30
41 122.450 439.68 441.12
41 122.500 439.47 440.94
41 122.550 439.26 440.76
41 122.600 439.05 440.58
41 122.650 438.84 440.40
41 122.700 438.63 440.22
41 122.750 438.42 440.03
41 122.800 438.21 439.85
41 122.850 438.00 439.67
41 122.900 437.79 439.49
41 122.950 437.58 439.31
41 123.000 437.37 439.13
41 123.050 437.16 438.95
41 123.100 436.95 438.77
41 123.150 436.74 438.58
41 123.200 436.53 438.40
41 123.250 436.31 438.22
41 123.300 436.10 438.04
41 123.350 435.89 437.86
41 123.400 435.68 437.68
41 123.450 435.47 437.50
41 123.500 435.26 437.32
41 123.550 435.05 437.14
41 123.600 434.84 436.95
41 123.650 434.63 436.77
41 123.700 434.42 436.59
41 123.750 434.21 436.41
41 123.800 434.00 436.23
41 123.850 433.79 436.05
41 123.900 433.58 435.87
41 123.950 433.37 435.69
41 124.000 433.16 435.50
41 124.050 432.95 435.32
41 124.100 432.74 435.14
41 124.150 432.52 434.96
41 124.200 432.31 434.78
41 124.250 432.10 434.60
41 124.300 431.89 434.42
41 124.350 431.68 434.24
41 124.400 431.47 434.05
41 124.450 431.26 433.87
41 124.500 431.05 433.69
41 124.550 430.84 433.51
41 124.600 430.63 433.33
41 124.650 430.42 433.15
41 124.700 430.21 432.97
41 124.750 430.00 432.79
41 124.800 429.79 432.61
41 124.850 429.58 432.42
41 124.900 429.37 432.24
41 124.950 429.16 432.06
41 125.000 428.95 431.88
41 125.050 428.73 431.70
41 125.100 428.52 431.52
41 125.150 428.31 431.34
41 125.200 428.10 431.16
41 125.250 427.89 430.97
41 125.300 427.68 430.79
41 125.350 427.47 430.61
41 125.400 427.26 430.43
41 125.450 427.05 430.25
41 125.500 426.84 430.07
41 125.550 426.63 429.89
41 125.600 426.42 429.71
41 125.650 426.21 429.53
41 125.700 426.00 429.34
41 125.750 425.79 429.16
41 125.800 425.58 428.98
41 125.850 425.37 428.80
41 125.900 425.16 428.62
41 125.950 424.95 428.44
41 126.000 424.73 428.26
41 126.050 424.52 428.08
41 126.100 424.31 427.89
41 126.150 424.10 427.71
41 126.200 423.89 427.53
41 126.250 423.68 427.35
41 126.300 423.47 427.17
41 126.350 423.26 426.99
41 126.400 423.05 426.81
41 126.450 422.84 426.63
41 126.500 422.63 426.44
41 126.550 422.42 426.26
41 126.600 422.21 426.08
41 126.650 422.00 425.90
41 126.700 421.79 425.72
41 126.750 421.58 425.54
41 126.800 421.37 425.36
41 126.850 421.16 425.18
41 126.900 420.94 425.00
41 126.950 420.73 424.81
41 127.000 420.52 424.63
41 127.050 420.31 424.45
41 127.100 420.10 424.27
41 127.150 419.89 424.09
41 127.200 419.68 423.91
41 127.250 419.47 423.73
41 127.300 419.26 423.55
41 127.350 419.05 423.36
41 127.400 418.84 423.18
41 127.450 418.63 423.00
41 127.500 418.42 422.82
41 127.550 418.21 422.64
41 127.600 418.00 422.46
41 127.650 417.79 422.28
41 127.700 417.58 422.10
41 127.750 417.37 421.92
41 127.800 417.15 421.73
41 127.850 416.94 421.55
41 127.900 416.73 421.37
41 127.950 416.52 421.19
41 128.000 416.31 421.01
41 128.050 416.10 420.83
41 128.100 415.89 420.65
41 128.150 415.68 420.47
41 128.200 415.47 420.28
41 128.250 415.26 420.10
41 128.300 415.05 419.92
41 128.350 414.84 419.74
41 128.400 414.63 419.56
41 128.450 414.42 419.38
41 128.500 414.21 419.20
41 128.550 414.00 419.02
41 128.600 413.79 418.83
41 128.650 413.58 418.65
41 128.700 413.37 418.47
41 128.750 413.15 418.29
41 128.800 412.94 418.11
41 128.850 412.73 417.93
41 128.900 412.52 417.75
41 128.950 412.31 417.57
41 129.000 412.10 417.39
41 129.050 411.89 417.20
41 129.100 411.68 417.02
41 129.150 411.47 416.84
41 129.200 411.26 416.66
41 129.250 411.05 416.48
41 129.300 410.84 416.30
41 129.350 410.63 416.12
41 129.400 410.42 415.94
41 129.450 410.21 415.75
41 129.500 410.00 415.57
41 129.550 409.79 415.39
41 129.600 409.58 415.21
41 129.650 409.36 415.03
41 129.700 409.15 414.85
41 129.750 408.94 414.67
41 129.800 408.73 414.49
41 129.850 408.52 414.30
41 129.900 408.31 414.12
41 129.950 408.10 413.94
41 130.000 407.89 413.76
41 130.050 407.68 413.58
41 130.100 407.47 413.40
41 130.150 407.26 413.22
41 130.200 407.05 413.04
41 130.250 406.84 412.86
41 130.300 406.63 412.67
41 130.350 406.42 412.49
41 130.400 406.21 412.31
41 130.450 406.00 412.13
41 130.500 405.79 411.95
41 130.550 405.57 411.77
41 130.600 405.36 411.59
41 130.650 405.15 411.41
41 130.700 404.94 411.22
41 130.750 404.73 411.04
41 130.800 404.52 410.86
41 130.850 404.31 410.68
41 130.900 404.10 410.50
41 130.950 403.89 410.32
41 131.000 403.68 410.14
41 131.050 403.47 409.96
41 131.100 403.26 409.78
41 131.150 403.05 409.59
41 131.200 402.84 409.41
41 131.250 402.63 409.23
41 131.300 402.42 409.05
41 131.350 402.21 408.87
41 131.400 402.00 408.69
41 131.450 401.78 408.51
41 131.500 401.57 408.33
41 131.550 401.36 408.14
41 131.600 401.15 407.96
41 131.650 400.94 407.78
41 131.700 400.73 407.60
41 131.750 400.52 407.42
41 131.800 400.31 407.24
41 131.850 400.10 407.06
41 131.900 399.89 406.88
41 131.950 399.68 406.69
41 132.000 399.47 406.51
41 132.050 399.26 406.33
41 132.100 399.05 406.15
41 132.150 398.84 405.97
41 132.200 398.63 405.79
41 132.250 398.42 405.61
41 132.300 398.21 405.43
41 132.350 398.00 405.25
41 132.400 397.78 405.06
41 132.450 397.57 404.88
41 132.500 397.36 404.70
41 132.550 397.15 404.52
41 132.600 396.94 404.34
41 132.650 396.73 404.16
41 132.700 396.52 403.98
41 132.750 396.31 403.80
41 132.800 396.10 403.61
41 132.850 395.89 403.43
41 132.900 395.68 403.25
41 132.950 395.47 403.07
41 133.000 395.26 402.89
41 133.050 395.05 402.71
41 133.100 394.84 402.53
41 133.150 394.63 402.35
41 133.200 394.42 402.16
41 133.250 394.21 401.98
41 133.300 393.99 401.80
41 133.350 393.78 401.62
41 133.400 393.57 401.44
41 133.450 393.36 401.26
41 133.500 393.15 401.08
41 133.550 392.94 400.90
41 133.600 392.73 400.72
41 133.650 392.52 400.53
